instruction,response
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Subtracting Integers on a Number Line""
animation:  animate a number line with integers marked on it. Show the process of subtracting positive and negative integers by moving left or right along the number line.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class SubtractingIntegers(Scene):
    def construct(self):
        # Title
        title = Text(""Subtracting Integers on a Number Line"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Number line
        number_line = NumberLine(
            x_range=[-10, 10, 1],
            length=10,
            color=WHITE,
            include_numbers=True,
            label_direction=DOWN,
        )
        self.play(Create(number_line))
        self.wait(1)

        # Example of subtracting positive integer (e.g., 3 - 2)
        start_point = number_line.number_to_point(3)
        end_point = number_line.number_to_point(1)
        pointer = Triangle().move_to(start_point).set_color(RED)
        self.play(FadeIn(pointer))
        self.wait(1)
        self.play(pointer.animate.move_to(end_point))
        self.wait(2)

        # Clearing for next example
        self.play(FadeOut(pointer))
        
        # Example of subtracting negative integer (e.g., -2 - (-3))
        start_point = number_line.number_to_point(-2)
        end_point = number_line.number_to_point(1)
        pointer = Triangle().move_to(start_point).set_color(BLUE)
        self.play(FadeIn(pointer))
        self.wait(1)
        self.play(pointer.animate.move_to(end_point))
        self.wait(2)

        # End
        self.play(FadeOut(pointer), FadeOut(number_line))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Exploring Quadrilaterals""
animation:  animate examples of parallelograms, rhombuses, rectangles, squares, and trapezoids, highlighting their properties such as angles, sides, and symmetry.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class Quadrilaterals(Scene):
    def construct(self):
        title = Text(""Exploring Quadrilaterals"").scale(1.2)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Parallelogram
        parallelogram = Polygon([-1, 1, 0], [1, 1, 0], [2, -1, 0], [0, -1, 0], color=BLUE)
        self.play(Create(parallelogram))
        self.wait(1)
        self.play(FadeOut(parallelogram))

        # Rhombus
        rhombus = Polygon([-1, 1, 0], [1, 1, 0], [2, -1, 0], [0, -1, 0], color=GREEN)
        rhombus.scale(0.5).rotate(PI/4)
        self.play(Create(rhombus))
        self.wait(1)
        self.play(FadeOut(rhombus))

        # Rectangle
        rectangle = Rectangle(height=2, width=3, color=ORANGE)
        self.play(Create(rectangle))
        self.wait(1)
        self.play(FadeOut(rectangle))

        # Square
        square = Square(side_length=2, color=RED)
        self.play(Create(square))
        self.wait(1)
        self.play(FadeOut(square))

        # Trapezoid
        trapezoid = Polygon([-2, -1, 0], [2, -1, 0], [1, 1, 0], [-1, 1, 0], color=PURPLE)
        self.play(Create(trapezoid))
        self.wait(1)
        self.play(FadeOut(trapezoid))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Comparing Fractions with Cross Multiplication""
    animation:  animate two fractions displayed side by side, each with different numerators and denominators. Show the process of cross multiplication to compare their values and determine which fraction is greater.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class CompareFractions(Scene):
    def construct(self):
        title = Text(""Comparing Fractions with Cross Multiplication"").scale(0.5)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        fraction1 = MathTex(r""\frac{3}{4}"").shift(LEFT*2)
        fraction2 = MathTex(r""\frac{5}{6}"").shift(RIGHT*2)
        self.play(Write(fraction1), Write(fraction2))
        self.wait(1)

        cross1 = MathTex(r""3 \times 6"").next_to(fraction1, DOWN)
        cross2 = MathTex(r""5 \times 4"").next_to(fraction2, DOWN)
        self.play(Write(cross1), Write(cross2))
        self.wait(1)

        result1 = MathTex(r""18"").next_to(cross1, DOWN)
        result2 = MathTex(r""20"").next_to(cross2, DOWN)
        self.play(Transform(cross1, result1), Transform(cross2, result2))
        self.wait(1)

        greater_than = MathTex(r""18 < 20"").move_to(DOWN*2)
        self.play(Write(greater_than))
        self.wait(2)

        self.play(FadeOut(fraction1), FadeOut(fraction2), FadeOut(cross1), FadeOut(cross2), FadeOut(greater_than))
        self.wait(1)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Reciprocals Exploration""
animation:  animate displaying a fraction on the screen. Show the process of finding its reciprocal by flipping the numerator and denominator, visually demonstrating the concept of reciprocals.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ReciprocalsExploration(Scene):
    def construct(self):
        title = Text(""Reciprocals Exploration"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        fraction = MathTex(r""\frac{2}{3}"").scale(2)
        reciprocal = MathTex(r""\frac{3}{2}"").scale(2)
        arrow = Arrow(UP, DOWN).next_to(fraction, DOWN)

        self.play(Write(fraction))
        self.wait(1)
        self.play(GrowArrow(arrow))
        self.play(ReplacementTransform(fraction, reciprocal))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Calculating Perimeter of Polygons""
    animation:  animate different polygons with labeled side lengths. Show the process of calculating the perimeter of each polygon by adding all the side lengths together.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class PerimeterOfPolygons(Scene):
    def construct(self):
        title = Text(""Calculating Perimeter of Polygons"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Triangle
        triangle = Polygon([-1, 1, 0], [1, 1, 0], [0, -1, 0], color=WHITE)
        triangle_sides = VGroup(
            Tex(""5"").next_to(triangle, UP),
            Tex(""4"").next_to(triangle, RIGHT),
            Tex(""3"").next_to(triangle, LEFT)
        )
        triangle_perimeter = Tex(""Perimeter = 5 + 4 + 3 = 12"").next_to(triangle, DOWN)
        self.play(Create(triangle), Write(triangle_sides))
        self.wait(1)
        self.play(Write(triangle_perimeter))
        self.wait(2)
        self.play(FadeOut(triangle), FadeOut(triangle_sides), FadeOut(triangle_perimeter))

        # Square
        square = Square(side_length=2).shift(DOWN)
        square_sides = VGroup(
            Tex(""4"").next_to(square, UP),
            Tex(""4"").next_to(square, RIGHT),
            Tex(""4"").next_to(square, DOWN),
            Tex(""4"").next_to(square, LEFT)
        )
        square_perimeter = Tex(""Perimeter = 4 + 4 + 4 + 4 = 16"").next_to(square, DOWN)
        self.play(Create(square), Write(square_sides))
        self.wait(1)
        self.play(Write(square_perimeter))
        self.wait(2)
        self.play(FadeOut(square), FadeOut(square_sides), FadeOut(square_perimeter))

        # Pentagon
        pentagon = RegularPolygon(n=5, color=WHITE).scale(1.2).shift(DOWN)
        pentagon_sides = VGroup(
            *[Tex(""3"").next_to(pentagon, direction) for direction in [UP, UR, DR, DL, LEFT]]
        )
        pentagon_perimeter = Tex(""Perimeter = 3 + 3 + 3 + 3 + 3 = 15"").next_to(pentagon, DOWN)
        self.play(Create(pentagon), Write(pentagon_sides))
        self.wait(1)
        self.play(Write(pentagon_perimeter))
        self.wait(2)
        self.play(FadeOut(pentagon), FadeOut(pentagon_sides), FadeOut(pentagon_perimeter))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Measuring Angles in Radians""
    animation:  animate displaying an angle in a circle and measuring it in radians by showing the ratio of arc length to radius.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class MeasureRadians(Scene):
    def construct(self):
        title = Text(""Measuring Angles in Radians"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        circle = Circle(radius=2)
        angle = ValueTracker(0)
        arc = always_redraw(lambda: Arc(radius=2, angle=angle.get_value()))
        line1 = Line(start=[0,0,0], end=[2,0,0])
        line2 = always_redraw(lambda: Line(start=[0,0,0], end=[2*np.cos(angle.get_value()), 2*np.sin(angle.get_value()), 0]))
        radius_text = Text(""Radius"", font_size=24).next_to(line1, DOWN)
        arc_length_text = always_redraw(lambda: Text(f""Arc length\n{np.round(arc.get_arc_length(),2)}"", font_size=24).next_to(arc, RIGHT, buff=0.1))
        angle_measure = always_redraw(lambda: DecimalNumber(angle.get_value() / PI, num_decimal_places=2).next_to(arc.get_arc_center(), UP+LEFT))

        self.play(Create(circle), Create(line1), Create(line2), Write(radius_text))
        self.play(angle.animate.set_value(2*PI), run_time=4, rate_func=linear)
        self.play(Create(arc), Write(arc_length_text), Write(angle_measure))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Density, Mass, and Volume""
    animation:  animate objects of different sizes and materials, illustrating the relationship between density, mass, and volume using the formula D = M / V.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class DensityMassVolume(Scene):
    def construct(self):
        title = Text(""Density, Mass, and Volume"").scale(1.2)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Formula
        formula = MathTex(""D = \\frac{M}{V}"").to_edge(UP)
        self.play(Write(formula))
        self.wait(1)

        # Objects
        square = Square(color=BLUE).shift(LEFT*3)
        circle = Circle(color=GREEN).shift(RIGHT*3)
        square_text = Text(""High Density"", font_size=24).next_to(square, DOWN)
        circle_text = Text(""Low Density"", font_size=24).next_to(circle, DOWN)

        # Mass and Volume indicators
        square_mass = Text(""High M"", font_size=24).next_to(square, LEFT)
        square_volume = Text(""Low V"", font_size=24).next_to(square, RIGHT)
        circle_mass = Text(""Low M"", font_size=24).next_to(circle, LEFT)
        circle_volume = Text(""High V"", font_size=24).next_to(circle, RIGHT)

        self.play(DrawBorderThenFill(square), DrawBorderThenFill(circle))
        self.wait(1)
        self.play(Write(square_text), Write(circle_text))
        self.wait(1)
        self.play(Write(square_mass), Write(square_volume), Write(circle_mass), Write(circle_volume))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Prime Factorization Explained""
animation:  animate a composite number being displayed, followed by the number breaking down into its prime factors, illustrating the process of prime factorization.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class PrimeFactorization(Scene):
    def construct(self):
        title = Text(""Prime Factorization Explained"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        number = 12
        number_text = Text(str(number), font_size=72)
        self.play(Write(number_text))
        self.wait(1)

        factors = self.prime_factors(number)
        factors_text = VGroup(*[Text(str(factor), font_size=72) for factor in factors])
        factors_text.arrange(RIGHT, buff=0.5)

        self.play(Transform(number_text, factors_text))
        self.wait(2)

    def prime_factors(self, n):
        i = 2
        factors = []
        while i * i <= n:
            if n % i:
                i += 1
            else:
                n //= i
                factors.append(i)
        if n > 1:
            factors.append(n)
        return factors"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Elastic vs. Inelastic Collisions""
    animation:  animate two objects colliding. Show the difference between an elastic collision where kinetic energy is conserved, and an inelastic collision where kinetic energy is lost during the collision.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class CollisionAnimation(Scene):
    def construct(self):
        title = Text(""Elastic vs. Inelastic Collisions"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Elastic Collision
        ball1 = Circle(color=BLUE).shift(LEFT*3)
        ball2 = Circle(color=RED).shift(RIGHT*3)
        self.play(FadeIn(ball1), FadeIn(ball2))
        self.play(ball1.animate.shift(RIGHT*2), ball2.animate.shift(LEFT*2))
        self.play(ball1.animate.shift(RIGHT*2), ball2.animate.shift(LEFT*2))
        self.wait(1)

        self.play(FadeOut(ball1), FadeOut(ball2))

        # Inelastic Collision
        ball1 = Circle(color=BLUE).shift(LEFT*3)
        ball2 = Circle(color=RED).shift(RIGHT*3)
        self.play(FadeIn(ball1), FadeIn(ball2))
        self.play(ball1.animate.shift(RIGHT*1.5), ball2.animate.shift(LEFT*1.5))
        merged_ball = Circle(color=PURPLE, fill_opacity=1).scale(1.5).shift(RIGHT*0.25)
        self.play(ReplacementTransform(ball1, merged_ball), ReplacementTransform(ball2, merged_ball))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Multiplying Decimals""
    animation:  animate two decimals being multiplied together, emphasizing the placement of the decimal point in the product.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class MultiplyingDecimals(Scene):
    def construct(self):
        title = Text(""Multiplying Decimals"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Setup numbers for multiplication
        decimal_1 = DecimalNumber(0.75, num_decimal_places=2).scale(2)
        decimal_2 = DecimalNumber(0.4, num_decimal_places=1).next_to(decimal_1, DOWN).scale(2)
        multiply_sign = Text(""*"").scale(2).next_to(decimal_1, LEFT)
        equals_sign = Text(""="").scale(2).next_to(decimal_1, RIGHT)

        # Group for alignment
        equation = VGroup(multiply_sign, decimal_1, decimal_2, equals_sign)

        # Result of multiplication
        result = DecimalNumber(0.75 * 0.4, num_decimal_places=2).scale(2).next_to(equals_sign, RIGHT)

        # Animate the multiplication process
        self.play(Write(multiply_sign), Write(decimal_1), Write(decimal_2))
        self.wait(1)
        self.play(Write(equals_sign))
        self.wait(1)
        self.play(TransformFromCopy(equation, result))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Balancing Act: Center of Mass""
animation:  animate a flat object (like a ruler) being balanced on a finger, demonstrating the concept of the center of mass and how it affects the object's stability.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class CenterOfMass(Scene):
    def construct(self):
        title = Text(""Balancing Act: Center of Mass"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Create a flat object (ruler)
        ruler = Rectangle(color=BLUE, height=0.2, width=3)
        finger = Dot(color=RED)
        finger.move_to(ruler.get_bottom())

        self.play(FadeIn(ruler), FadeIn(finger))
        self.wait(1)

        # Animate the ruler balancing on the finger
        for _ in range(2):
            self.play(
                ruler.animate.rotate_about_origin(PI/12).move_to(finger.get_center() + UP * 0.1),
                run_time=1,
                rate_func=there_and_back
            )
            self.play(
                ruler.animate.rotate_about_origin(-PI/12).move_to(finger.get_center() + UP * 0.1),
                run_time=1,
                rate_func=there_and_back
            )

        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Rotational Symmetry in Shapes""
animation:  animate shapes with different orders of rotational symmetry (e.g., square, pentagon) rotating around their center to demonstrate their rotational symmetry properties.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class RotationalSymmetry(Scene):
    def construct(self):
        title = Text(""Rotational Symmetry in Shapes"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Square rotation
        square = Square(color=BLUE)
        self.play(Create(square))
        for _ in range(4):
            self.play(Rotate(square, angle=PI/2), run_time=1)
            self.wait(0.5)
        self.play(FadeOut(square))

        # Pentagon rotation
        pentagon = RegularPolygon(5, color=GREEN)
        self.play(Create(pentagon))
        for _ in range(5):
            self.play(Rotate(pentagon, angle=TAU/5), run_time=1)
            self.wait(0.5)
        self.play(FadeOut(pentagon))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Speed, Distance, and Time Relationship""
animation:  animate an object moving at a constant speed, illustrating the relationship between speed, distance, and time by showing how speed is calculated as distance divided by time.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class SpeedDistanceTime(Scene):
    def construct(self):
        title = Text(""Speed, Distance, and Time Relationship"").scale(0.5)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Setup
        start_point = LEFT * 4
        end_point = RIGHT * 4
        object = Dot(start_point, color=RED)
        distance_line = Line(start_point, end_point).set_color(WHITE)
        distance_text = Text(""Distance"", color=WHITE).scale(0.5).next_to(distance_line, DOWN)
        
        # Time tracker
        time_tracker = ValueTracker(0)
        time_text = Text(""Time: "", color=WHITE).scale(0.5).to_edge(UP)
        time_value = DecimalNumber(time_tracker.get_value(), num_decimal_places=2).next_to(time_text, RIGHT)
        time_value.add_updater(lambda m: m.set_value(time_tracker.get_value()))

        # Speed calculation
        speed_text = Text(""Speed = Distance / Time"", color=WHITE).scale(0.5).next_to(time_text, DOWN)
        
        # Animation
        self.play(ShowCreation(distance_line), Write(distance_text))
        self.play(FadeIn(object))
        self.play(Write(time_text), Write(time_value), Write(speed_text))
        self.play(
            object.animate.move_to(end_point),
            time_tracker.animate.set_value(5),  # Assuming it takes 5 seconds to move
            run_time=5,
            rate_func=linear
        )

        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Understanding Absolute Value""
animation:  animate a number line with zero at the center, and show how the absolute value of a number is represented as the distance from zero on the number line, emphasizing the concept of magnitude without direction.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class AbsoluteValueScene(Scene):
    def construct(self):
        # Title
        title = Text(""Understanding Absolute Value"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Number line
        number_line = NumberLine(x_range=[-5, 5, 1], length=10, include_numbers=True, include_tip=True)
        self.play(Create(number_line))
        self.wait(1)

        # Absolute value demonstration
        dot = Dot(color=RED).move_to(number_line.n2p(0))
        self.play(FadeIn(dot))

        # Animate absolute value of -3
        negative_three = number_line.n2p(-3)
        self.play(dot.animate.move_to(negative_three))
        self.wait(1)
        distance_line = DashedLine(start=number_line.n2p(0), end=negative_three, color=YELLOW)
        self.play(Create(distance_line))
        self.wait(2)
        self.play(FadeOut(distance_line), dot.animate.move_to(number_line.n2p(0)))

        # Animate absolute value of 3
        three = number_line.n2p(3)
        self.play(dot.animate.move_to(three))
        self.wait(1)
        distance_line = DashedLine(start=number_line.n2p(0), end=three, color=YELLOW)
        self.play(Create(distance_line))
        self.wait(2)

        # Cleanup
        self.play(FadeOut(dot), FadeOut(distance_line), FadeOut(number_line))
        self.wait(1)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Solving Proportions with Cross-Multiplication""
    animation:  display a proportion such as 2/3 = x/6 on the screen. Animate the process of cross-multiplying and dividing to solve for the unknown value of x.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class SolveProportion(Scene):
    def construct(self):
        title = Text(""Solving Proportions with Cross-Multiplication"").scale(0.5)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        proportion = Text(""2/3 = x/6"").scale(1)
        self.play(Write(proportion))
        self.wait(2)

        cross_multiply = Text(""2 * 6 = 3 * x"", color=BLUE).next_to(proportion, DOWN)
        self.play(Transform(proportion, cross_multiply))
        self.wait(2)

        solve_for_x = Text(""x = 12 / 3"", color=GREEN).next_to(cross_multiply, DOWN)
        self.play(Write(solve_for_x))
        self.wait(2)

        x_value = Text(""x = 4"", color=RED).next_to(solve_for_x, DOWN)
        self.play(Transform(solve_for_x, x_value))
        self.wait(2)

        self.play(FadeOut(proportion), FadeOut(solve_for_x))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Projectile Motion Simulation""
    animation:  animate an object being launched at an angle, showing its parabolic path and the effects of gravity on its trajectory.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ProjectileMotionSimulation(Scene):
    def construct(self):
        title = Text(""Projectile Motion Simulation"").scale(1.2)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Parameters for the projectile motion
        velocity = 5
        angle = 45
        g = 9.8
        time_of_flight = 2 * velocity * np.sin(np.radians(angle)) / g
        max_height = (velocity**2) * (np.sin(np.radians(angle))**2) / (2 * g)
        range_projectile = (velocity**2) * np.sin(2 * np.radians(angle)) / g

        # Creating the trajectory path
        trajectory = FunctionGraph(
            lambda x: x * np.tan(np.radians(angle)) - (g * x**2) / (2 * velocity**2 * np.cos(np.radians(angle))**2),
            x_range=[0, range_projectile],
            color=BLUE
        )

        # Creating the object
        projectile = Dot(radius=0.2, color=RED)
        projectile.move_to(trajectory.points[0])

        # Animate the projectile along the path
        self.play(MoveAlongPath(projectile, trajectory, rate_func=linear), run_time=time_of_flight)
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Exponents and Square Roots""
    animation:  animate a number being multiplied by itself to demonstrate an exponent operation. Next, animate finding the square root as the inverse operation, showing the original number being reconstructed from the squared result.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ExponentsAndSquareRoots(Scene):
    def construct(self):
        # Title
        title = Text(""Exponents and Square Roots"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Exponent operation
        number = Text(""3"")
        times = Text(""×"")
        number2 = Text(""3"")
        equals = Text(""="")
        result = Text(""9"")

        exponent_group = VGroup(number, times, number2, equals, result)
        exponent_group.arrange(RIGHT)

        self.play(Write(number), Write(times), Write(number2))
        self.wait(1)
        self.play(Write(equals), Write(result))
        self.wait(2)
        self.play(FadeOut(exponent_group))

        # Square root operation
        sqrt_sign = Text(""√"")
        squared_result = Text(""9"")
        equals_sqrt = Text(""="")
        original_number = Text(""3"")

        sqrt_group = VGroup(sqrt_sign, squared_result, equals_sqrt, original_number)
        sqrt_group.arrange(RIGHT)

        self.play(Write(sqrt_sign), Write(squared_result))
        self.wait(1)
        self.play(Write(equals_sqrt), Write(original_number))
        self.wait(2)
        self.play(FadeOut(sqrt_group))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Associative Property of Multiplication""
    animation:  animate multiplying three numbers in different groupings, such as (2 × 3) × 4 and 2 × (3 × 4), and show that the product remains the same in each case, illustrating the associative property of multiplication.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class AssociativeProperty(Scene):
    def construct(self):
        title = Text(""Associative Property of Multiplication"").scale(0.7)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # First grouping (2 × 3) × 4
        first_group = MathTex(""(2 \\times 3) \\times 4 = 6 \\times 4 = 24"").scale(0.7)
        self.play(Write(first_group))
        self.wait(2)
        self.play(FadeOut(first_group))

        # Second grouping 2 × (3 × 4)
        second_group = MathTex(""2 \\times (3 \\times 4) = 2 \\times 12 = 24"").scale(0.7)
        self.play(Write(second_group))
        self.wait(2)

        # Conclusion
        conclusion = Text(""The product remains the same!"").scale(0.7)
        self.play(ReplacementTransform(second_group, conclusion))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Rounding Numbers on a Number Line""
animation:  animate a number line with a number displayed on it. Show the number being rounded to the nearest ten, hundred, or thousand with a visual representation of the rounding process.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class RoundingNumbers(Scene):
    def construct(self):
        title = Text(""Rounding Numbers on a Number Line"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        number_line = NumberLine(x_range=[-1000, 1000, 100], length=10, include_numbers=True, numbers_to_exclude=[0])
        self.play(Create(number_line))
        self.wait(1)

        # Example number to round
        number = 253
        point = Dot(number_line.n2p(number), color=YELLOW)
        number_label = MathTex(str(number)).next_to(point, UP)
        self.play(FadeIn(point), Write(number_label))
        self.wait(1)

        # Rounding to the nearest ten
        rounded_ten = round(number, -1)
        rounded_ten_point = Dot(number_line.n2p(rounded_ten), color=GREEN)
        rounded_ten_label = MathTex(str(rounded_ten)).next_to(rounded_ten_point, UP)
        self.play(Transform(point, rounded_ten_point), Transform(number_label, rounded_ten_label))
        self.wait(1)

        # Rounding to the nearest hundred
        rounded_hundred = round(number, -2)
        rounded_hundred_point = Dot(number_line.n2p(rounded_hundred), color=BLUE)
        rounded_hundred_label = MathTex(str(rounded_hundred)).next_to(rounded_hundred_point, UP)
        self.play(Transform(point, rounded_hundred_point), Transform(number_label, rounded_hundred_label))
        self.wait(1)

        # Rounding to the nearest thousand
        rounded_thousand = round(number, -3)
        if rounded_thousand == 0:  # Avoid placing a dot at the origin if rounded to 0
            rounded_thousand_point = Dot(number_line.n2p(1), color=RED).move_to(number_line.n2p(rounded_thousand))
        else:
            rounded_thousand_point = Dot(number_line.n2p(rounded_thousand), color=RED)
        rounded_thousand_label = MathTex(str(rounded_thousand)).next_to(rounded_thousand_point, UP)
        self.play(Transform(point, rounded_thousand_point), Transform(number_label, rounded_thousand_label))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Complementary and Supplementary Angles in a Triangle""
animation:  animate a triangle with one 90° angle, and demonstrate how the other two angles are complementary, summing up to 90°.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ComplementaryAndSupplementary(Scene):
    def construct(self):
        title = Text(""Complementary and Supplementary Angles in a Triangle"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Create a right-angled triangle
        right_triangle = Polygon(ORIGIN, 4*RIGHT, 4*RIGHT+3*UP, color=WHITE)
        right_angle_marker = RightAngle(right_triangle, 1, length=0.3, quadrant=(-1,1))
        self.play(Create(right_triangle), Create(right_angle_marker))
        self.wait(1)

        # Labels for the angles
        angle_90 = MathTex(""90^\\circ"").next_to(right_angle_marker, DOWN, buff=0.1)
        self.play(Write(angle_90))

        # Other two angles
        angle_a = Angle(right_triangle[2], right_triangle[0], right_triangle[1], radius=0.5, color=YELLOW)
        angle_b = Angle(right_triangle[0], right_triangle[1], right_triangle[2], radius=0.5, color=BLUE)
        angle_a_label = MathTex(""\\alpha"").move_to(angle_a.point_from_proportion(0.5))
        angle_b_label = MathTex(""\\beta"").move_to(angle_b.point_from_proportion(0.5))
        self.play(Create(angle_a), Write(angle_a_label), Create(angle_b), Write(angle_b_label))
        self.wait(1)

        # Complementary angles text
        complementary_text = Text(""α + β = 90°"", font_size=36).to_edge(DOWN)
        self.play(Write(complementary_text))
        self.wait(2)"
